"County","Year","Age Range","White","Black","American Indian","Asian","Total"
"Goshen",1994,"21 to 24","518","0","0","3","521"
"Goshen",1994,"25 & over","8007","3","37","6","8053"
"Goshen",1994,"Total","12392","20","85","14","12511"
"Big Horn",1991,"0","146","0","0","0","146"
"Big Horn",1991,"1","149","0","2","0","151"
"Big Horn",1991,"2","167","0","0","0","167"
"Big Horn",1991,"3","157","0","0","0","157"
"Big Horn",1991,"4","156","0","2","0","158"
"Big Horn",1991,"5","152","0","5","2","159"
"Big Horn",1991,"6","174","0","0","0","174"
"Big Horn",1991,"7","183","0","0","0","183"
"Big Horn",1991,"8","185","0","0","0","185"
"Big Horn",1991,"9","211","0","0","0","211"
"Big Horn",1991,"10","196","0","3","0","199"
"Big Horn",1991,"11","188","0","1","0","189"
"Big Horn",1991,"12","199","0","1","0","200"
"Big Horn",1991,"13","185","0","0","0","185"
"Big Horn",1991,"14","197","0","0","1","198"
"Big Horn",1991,"15","176","0","2","0","178"
"Big Horn",1991,"16","189","0","0","0","189"
"Big Horn",1991,"17","190","0","2","3","195"
"Big Horn",1991,"18 to 20","326","0","5","0","331"
"Big Horn",1991,"21 to 24","352","0","0","0","352"
"Big Horn",1991,"25 & over","6630","0","33","12","6675"
"Big Horn",1991,"Total","10508","0","56","18","10582"
"Fremont",1999,"0","294","0","179","1","474"
"Fremont",1999,"1","301","7","181","0","489"
"Fremont",1999,"2","323","0","142","1","466"
"Fremont",1999,"3","301","0","168","0","469"
"Fremont",1999,"4","297","0","156","2","455"
"Fremont",1999,"5","321","2","157","1","481"
"Fremont",1999,"6","353","0","179","0","532"
"Fremont",1999,"7","337","0","195","1","533"
"Fremont",1999,"8","372","0","187","2","561"
"Fremont",1999,"9","404","0","174","2","580"
"Fremont",1999,"10","359","3","153","4","519"
"Fremont",1999,"11","398","0","194","4","596"
"Fremont",1999,"12","409","0","163","1","573"
"Fremont",1999,"13","462","3","188","1","654"
"Fremont",1999,"14","522","0","196","1","719"
"Fremont",1999,"15","462","0","150","1","613"
"Fremont",1999,"16","490","4","174","2","670"
"Fremont",1999,"17","485","0","162","0","647"
"Fremont",1999,"18 to 20","1136","4","451","4","1595"
"Fremont",1999,"21 to 24","979","4","402","11","1396"
"Fremont",1999,"25 & over","19183","20","3432","72","22707"
"Fremont",1999,"Total","28188","47","7383","111","35729"
"Hot Springs",2000,"0","47","0","1","0","48"
"Hot Springs",2000,"1","54","2","2","0","58"
"Hot Springs",2000,"2","35","3","5","1","44"
"Hot Springs",2000,"3","37","0","0","0","37"
"Hot Springs",2000,"4","45","1","1","0","47"
"Hot Springs",2000,"5","37","0","1","0","38"
"Hot Springs",2000,"6","46","0","1","0","47"
"Hot Springs",2000,"7","55","1","1","0","57"
"Hot Springs",2000,"8","48","0","1","0","49"
"Hot Springs",2000,"9","69","0","2","0","71"
"Hot Springs",2000,"10","62","0","0","0","62"
"Hot Springs",2000,"11","63","0","4","0","67"
"Hot Springs",2000,"12","67","0","2","1","70"
"Hot Springs",2000,"13","68","0","2","0","70"
"Hot Springs",2000,"14","81","1","2","0","84"
"Hot Springs",2000,"15","72","0","4","0","76"
"Hot Springs",2000,"16","78","0","3","0","81"
"Hot Springs",2000,"17","71","0","0","0","71"
"Hot Springs",2000,"18 to 20","155","0","5","1","161"
"Hot Springs",2000,"21 to 24","123","1","4","0","128"
"Hot Springs",2000,"25 & over","3424","8","44","9","3485"
"Hot Springs",2000,"Total","4737","17","85","12","4851"
"Natrona",1996,"0","832","13","11","2","858"
"Natrona",1996,"1","864","11","7","9","891"
"Natrona",1996,"2","814","10","13","2","839"
"Natrona",1996,"3","855","17","15","10","897"
"Natrona",1996,"4","886","13","12","6","917"
"Natrona",1996,"5","903","12","13","3","931"
"Natrona",1996,"6","950","18","11","1","980"
"Natrona",1996,"7","920","17","9","8","954"
"Natrona",1996,"8","933","14","10","3","960"
"Natrona",1996,"9","956","18","13","7","994"
"Natrona",1996,"10","1073","19","10","6","1108"
"Natrona",1996,"11","1060","11","11","5","1087"
"Natrona",1996,"12","1044","16","12","6","1078"
"Natrona",1996,"13","1087","12","19","10","1128"
"Natrona",1996,"14","1071","11","16","5","1103"
"Natrona",1996,"15","1125","17","16","9","1167"
"Natrona",1996,"16","1060","12","9","4","1085"
"Natrona",1996,"17","1068","11","8","4","1091"
"Natrona",1996,"18 to 20","3023","48","36","20","3127"
"Natrona",1996,"21 to 24","3139","36","37","15","3227"
"Natrona",1996,"25 & over","40645","264","351","177","41437"
"Natrona",1996,"Total","64308","600","639","312","65859"
"Lincoln",2011,"0","240","2","0","0","242"
"Lincoln",2011,"1","252","1","1","1","255"
"Lincoln",2011,"2","264","1","3","0","268"
"Lincoln",2011,"3","289","0","4","0","293"
"Lincoln",2011,"4","292","4","2","1","299"
"Lincoln",2011,"5","310","3","1","1","315"
"Lincoln",2011,"6","278","3","3","2","286"
"Lincoln",2011,"7","258","2","5","0","265"
"Lincoln",2011,"8","280","1","6","0","287"
"Lincoln",2011,"9","255","5","3","0","263"
"Lincoln",2011,"10","257","3","3","0","263"
"Lincoln",2011,"11","283","4","4","1","292"
"Lincoln",2011,"12","275","3","2","0","280"
"Lincoln",2011,"13","277","1","1","2","281"
"Lincoln",2011,"14","262","3","5","2","272"
"Lincoln",2011,"15","253","4","2","1","260"
"Lincoln",2011,"16","245","2","6","1","254"
"Lincoln",2011,"17","282","2","4","3","291"
"Lincoln",2011,"18 to 20","560","6","12","0","578"
"Lincoln",2011,"21 to 24","573","9","15","2","599"
"Lincoln",2011,"25 & over","11670","42","99","64","11875"
"Lincoln",2011,"Total","17655","101","181","81","18018"
"Weston",1996,"0","62","0","2","0","64"
"Weston",1996,"1","75","0","0","0","75"
"Weston",1996,"2","74","0","4","0","78"
"Weston",1996,"3","76","0","1","0","77"
"Weston",1996,"4","80","0","3","0","83"
"Weston",1996,"5","75","0","0","0","75"
"Weston",1996,"6","87","0","0","0","87"
"Weston",1996,"7","85","0","0","0","85"
"Weston",1996,"8","84","0","0","0","84"
"Weston",1996,"9","97","0","5","0","102"
"Weston",1996,"10","105","0","4","0","109"
"Weston",1996,"11","128","0","2","0","130"
"Weston",1996,"12","112","0","0","0","112"
"Weston",1996,"13","136","0","0","0","136"
"Weston",1996,"14","115","0","0","0","115"
"Weston",1996,"15","134","0","0","0","134"
"Weston",1996,"16","120","0","0","0","120"
"Weston",1996,"17","119","0","3","0","122"
"Weston",1996,"18 to 20","247","0","15","0","262"
"Weston",1996,"21 to 24","229","0","6","0","235"
"Weston",1996,"25 & over","4450","0","29","4","4483"
"Weston",1996,"Total","6690","0","74","4","6768"
"Niobrara",1996,"0","20","0","0","0","20"
"Niobrara",1996,"1","26","0","0","0","26"
"Niobrara",1996,"2","23","0","0","0","23"
"Niobrara",1996,"3","31","0","0","0","31"
"Niobrara",1996,"4","24","0","0","0","24"
"Niobrara",1996,"5","30","0","0","0","30"
"Niobrara",1996,"6","24","0","0","0","24"
"Niobrara",1996,"7","38","0","0","0","38"
"Niobrara",1996,"8","30","0","0","0","30"
"Niobrara",1996,"9","33","0","0","0","33"
"Niobrara",1996,"10","34","0","0","0","34"
"Niobrara",1996,"11","40","0","0","0","40"
"Niobrara",1996,"12","33","0","0","0","33"
"Niobrara",1996,"13","42","0","0","0","42"
"Niobrara",1996,"14","40","0","0","0","40"
"Niobrara",1996,"15","42","0","0","0","42"
"Niobrara",1996,"16","36","0","0","0","36"
"Niobrara",1996,"17","39","0","0","0","39"
"Niobrara",1996,"18 to 20","76","1","0","0","77"
"Niobrara",1996,"21 to 24","66","0","0","0","66"
"Niobrara",1996,"25 & over","1769","1","3","0","1773"
"Niobrara",1996,"Total","2496","2","3","0","2501"
"Washakie",2012,"0","85","2","2","0","89"
"Washakie",2012,"1","107","2","1","0","110"
"Washakie",2012,"2","102","3","0","0","105"
"Washakie",2012,"3","99","3","1","1","104"
"Washakie",2012,"4","100","1","1","2","104"
"Washakie",2012,"5","113","0","3","1","117"
"Washakie",2012,"6","126","3","4","0","133"
"Washakie",2012,"7","125","1","3","1","130"
"Washakie",2012,"8","120","0","1","2","123"
"Washakie",2012,"9","124","1","2","2","129"
"Washakie",2012,"10","122","0","3","0","125"
"Washakie",2012,"11","115","0","2","0","117"
"Washakie",2012,"12","110","2","2","2","116"
"Washakie",2012,"13","115","0","4","2","121"
"Washakie",2012,"14","116","0","6","0","122"
"Washakie",2012,"15","115","1","2","2","120"
"Washakie",2012,"16","115","1","4","0","120"
"Washakie",2012,"17","122","4","5","3","134"
"Washakie",2012,"18 to 20","245","8","8","5","266"
"Washakie",2012,"21 to 24","256","7","4","6","273"
"Washakie",2012,"25 & over","5620","30","87","42","5779"
"Washakie",2012,"Total","8152","69","145","71","8437"
"Platte",2014,"0","80","1","0","1","82"
"Platte",2014,"1","89","2","2","1","94"
"Platte",2014,"2","109","2","2","1","114"
"Platte",2014,"3","98","0","0","1","99"
"Platte",2014,"4","79","2","1","1","83"
"Platte",2014,"5","90","2","1","0","93"
"Platte",2014,"6","95","0","1","1","97"
"Platte",2014,"7","98","1","2","2","103"
"Platte",2014,"8","85","0","1","1","87"
"Platte",2014,"9","96","2","0","0","98"
"Platte",2014,"10","79","1","0","0","80"
"Platte",2014,"11","96","1","2","0","99"
"Platte",2014,"12","113","2","1","0","116"
"Platte",2014,"13","96","1","0","0","97"
"Platte",2014,"14","103","0","2","2","107"
"Platte",2014,"15","107","0","0","0","107"
"Platte",2014,"16","104","3","1","0","108"
"Platte",2014,"17","129","2","0","1","132"
"Platte",2014,"18 to 20","245","3","3","6","257"
"Platte",2014,"21 to 24","330","6","4","4","344"
"Platte",2014,"25 & over","6252","46","47","33","6378"
"Platte",2014,"Total","8573","77","70","55","8775"
"Goshen",2005,"0","133","2","2","0","137"
"Goshen",2005,"1","128","2","3","2","135"
"Goshen",2005,"2","146","4","0","1","151"
"Goshen",2005,"3","164","2","2","0","168"
"Goshen",2005,"4","117","1","1","0","119"
"Goshen",2005,"5","130","0","2","0","132"
"Goshen",2005,"6","133","1","3","2","139"
"Goshen",2005,"7","144","1","3","1","149"
"Goshen",2005,"8","124","2","1","0","127"
"Goshen",2005,"9","126","1","3","0","130"
"Goshen",2005,"10","142","1","0","0","143"
"Goshen",2005,"11","176","1","2","0","179"
"Goshen",2005,"12","138","1","6","1","146"
"Goshen",2005,"13","187","2","2","1","192"
"Goshen",2005,"14","183","1","4","2","190"
"Goshen",2005,"15","179","2","2","0","183"
"Goshen",2005,"16","156","1","2","0","159"
"Goshen",2005,"17","177","1","5","1","184"
"Goshen",2005,"18 to 20","610","6","7","3","626"
"Goshen",2005,"21 to 24","565","8","8","4","585"
"Goshen",2005,"25 & over","8374","31","59","22","8486"
"Goshen",2005,"Total","12232","71","117","40","12460"
"Platte",2013,"0","90","0","3","1","94"
"Platte",2013,"1","102","2","1","0","105"
"Platte",2013,"2","93","1","0","0","94"
"Platte",2013,"3","83","0","1","1","85"
"Platte",2013,"4","84","2","2","0","88"
"Platte",2013,"5","93","1","2","0","96"
"Platte",2013,"6","95","1","1","2","99"
"Platte",2013,"7","82","0","1","1","84"
"Platte",2013,"8","94","1","0","0","95"
"Platte",2013,"9","84","0","0","0","84"
"Platte",2013,"10","91","3","1","0","95"
"Platte",2013,"11","107","1","1","0","109"
"Platte",2013,"12","96","0","0","0","96"
"Platte",2013,"13","90","2","2","2","96"
"Platte",2013,"14","103","0","0","0","103"
"Platte",2013,"15","98","3","1","0","102"
"Platte",2013,"16","113","1","0","1","115"
"Platte",2013,"17","102","0","1","2","105"
"Platte",2013,"18 to 20","273","12","4","6","295"
"Platte",2013,"21 to 24","307","4","5","3","319"
"Platte",2013,"25 & over","6210","58","42","34","6344"
"Platte",2013,"Total","8490","92","68","53","8703"
"Crook",2010,"0","113","0","0","0","113"
"Crook",2010,"1","97","0","0","0","97"
"Crook",2010,"2","113","1","0","1","115"
"Crook",2010,"3","106","2","1","1","110"
"Crook",2010,"4","85","0","1","1","87"
"Crook",2010,"5","92","1","1","0","94"
"Crook",2010,"6","96","1","1","0","98"
"Crook",2010,"7","94","2","0","0","96"
"Crook",2010,"8","89","1","1","1","92"
"Crook",2010,"9","78","2","3","0","83"
"Crook",2010,"10","81","2","1","0","84"
"Crook",2010,"11","80","1","3","0","84"
"Crook",2010,"12","81","1","0","0","82"
"Crook",2010,"13","88","1","1","0","90"
"Crook",2010,"14","94","2","0","0","96"
"Crook",2010,"15","96","0","2","0","98"
"Crook",2010,"16","97","1","1","0","99"
"Crook",2010,"17","100","0","2","0","102"
"Crook",2010,"18 to 20","203","2","1","0","206"
"Crook",2010,"21 to 24","243","0","3","0","246"
"Crook",2010,"25 & over","4890","13","32","8","4943"
"Crook",2010,"Total","7016","33","54","12","7115"
"Park",1996,"0","283","0","2","1","286"
"Park",1996,"1","290","0","4","0","294"
"Park",1996,"2","312","0","4","3","319"
"Park",1996,"3","305","0","0","0","305"
"Park",1996,"4","307","0","1","5","313"
"Park",1996,"5","306","1","3","4","314"
"Park",1996,"6","328","0","0","0","328"
"Park",1996,"7","332","0","3","0","335"
"Park",1996,"8","353","0","2","0","355"
"Park",1996,"9","366","0","1","0","367"
"Park",1996,"10","368","0","4","0","372"
"Park",1996,"11","411","0","0","4","415"
"Park",1996,"12","426","0","7","3","436"
"Park",1996,"13","437","2","2","3","444"
"Park",1996,"14","427","2","0","1","430"
"Park",1996,"15","457","2","1","0","460"
"Park",1996,"16","427","0","6","3","436"
"Park",1996,"17","435","0","1","0","436"
"Park",1996,"18 to 20","1369","0","14","13","1396"
"Park",1996,"21 to 24","1010","0","3","11","1024"
"Park",1996,"25 & over","16306","10","71","62","16449"
"Park",1996,"Total","25255","17","129","113","25514"
"Uinta",2009,"0","370","4","17","2","393"
"Uinta",2009,"1","319","2","2","2","325"
"Uinta",2009,"2","372","2","3","1","378"
"Uinta",2009,"3","371","2","2","0","375"
"Uinta",2009,"4","300","3","3","5","311"
"Uinta",2009,"5","392","2","3","3","400"
"Uinta",2009,"6","363","2","7","0","372"
"Uinta",2009,"7","329","2","2","1","334"
"Uinta",2009,"8","361","9","4","2","376"
"Uinta",2009,"9","307","5","0","2","314"
"Uinta",2009,"10","360","3","4","2","369"
"Uinta",2009,"11","297","4","6","4","311"
"Uinta",2009,"12","368","1","7","1","377"
"Uinta",2009,"13","345","1","3","1","350"
"Uinta",2009,"14","297","2","4","3","306"
"Uinta",2009,"15","319","4","3","1","327"
"Uinta",2009,"16","368","4","10","2","384"
"Uinta",2009,"17","324","4","4","2","334"
"Uinta",2009,"18 to 20","761","8","18","3","790"
"Uinta",2009,"21 to 24","893","1","7","7","908"
"Uinta",2009,"25 & over","12765","38","144","73","13020"
"Uinta",2009,"Total","20581","103","253","117","21054"
"Goshen",2008,"0","133","3","2","0","138"
"Goshen",2008,"1","127","2","1","2","132"
"Goshen",2008,"2","117","5","0","1","123"
"Goshen",2008,"3","151","3","4","0","158"
"Goshen",2008,"4","132","1","2","1","136"
"Goshen",2008,"5","145","1","0","0","146"
"Goshen",2008,"6","132","1","2","4","139"
"Goshen",2008,"7","129","1","3","1","134"
"Goshen",2008,"8","127","2","0","0","129"
"Goshen",2008,"9","128","1","3","1","133"
"Goshen",2008,"10","163","2","1","1","167"
"Goshen",2008,"11","121","0","1","1","123"
"Goshen",2008,"12","142","0","5","1","148"
"Goshen",2008,"13","151","2","3","2","158"
"Goshen",2008,"14","167","1","2","1","171"
"Goshen",2008,"15","128","3","2","0","133"
"Goshen",2008,"16","176","3","2","0","181"
"Goshen",2008,"17","177","2","3","0","182"
"Goshen",2008,"18 to 20","657","13","8","6","684"
"Goshen",2008,"21 to 24","576","8","7","1","592"
"Goshen",2008,"25 & over","8729","41","68","27","8865"
"Goshen",2008,"Total","12508","95","119","50","12772"
"Sweetwater",2011,"0","602","10","10","10","632"
"Sweetwater",2011,"1","641","18","14","7","680"
"Sweetwater",2011,"2","715","20","12","8","755"
"Sweetwater",2011,"3","721","14","12","5","752"
"Sweetwater",2011,"4","696","18","10","6","730"
"Sweetwater",2011,"5","713","16","9","6","744"
"Sweetwater",2011,"6","659","12","14","4","689"
"Sweetwater",2011,"7","642","7","10","9","668"
"Sweetwater",2011,"8","655","14","13","6","688"
"Sweetwater",2011,"9","635","14","9","6","664"
"Sweetwater",2011,"10","610","12","10","6","638"
"Sweetwater",2011,"11","620","12","13","4","649"
"Sweetwater",2011,"12","605","10","8","4","627"
"Sweetwater",2011,"13","598","10","13","4","625"
"Sweetwater",2011,"14","605","12","11","4","632"
"Sweetwater",2011,"15","555","12","10","8","585"
"Sweetwater",2011,"16","541","10","8","3","562"
"Sweetwater",2011,"17","557","9","13","8","587"
"Sweetwater",2011,"18 to 20","1654","36","37","21","1748"
"Sweetwater",2011,"21 to 24","2303","59","38","37","2437"
"Sweetwater",2011,"25 & over","26984","335","328","289","27936"
"Sweetwater",2011,"Total","42311","660","602","455","44028"
"Washakie",1999,"0","93","0","0","1","94"
"Washakie",1999,"1","106","0","3","0","109"
"Washakie",1999,"2","103","0","0","2","105"
"Washakie",1999,"3","96","0","0","0","96"
"Washakie",1999,"4","96","0","0","0","96"
"Washakie",1999,"5","106","2","5","3","116"
"Washakie",1999,"6","95","0","0","1","96"
"Washakie",1999,"7","111","0","0","0","111"
"Washakie",1999,"8","135","0","0","0","135"
"Washakie",1999,"9","137","0","0","0","137"
"Washakie",1999,"10","153","0","0","1","154"
"Washakie",1999,"11","128","0","0","0","128"
"Washakie",1999,"12","141","0","1","3","145"
"Washakie",1999,"13","139","0","1","0","140"
"Washakie",1999,"14","161","0","2","0","163"
"Washakie",1999,"15","163","0","5","0","168"
"Washakie",1999,"16","194","0","0","0","194"
"Washakie",1999,"17","149","0","0","1","150"
"Washakie",1999,"18 to 20","278","0","1","0","279"
"Washakie",1999,"21 to 24","266","0","0","0","266"
"Washakie",1999,"25 & over","5493","2","32","16","5543"
"Washakie",1999,"Total","8343","4","50","28","8425"
"Park",1995,"0","285","0","1","1","287"
"Park",1995,"1","298","0","4","0","302"
"Park",1995,"2","314","0","4","5","323"
"Park",1995,"3","314","0","0","0","314"
"Park",1995,"4","319","0","2","2","323"
"Park",1995,"5","328","2","2","5","337"
"Park",1995,"6","324","0","0","0","324"
"Park",1995,"7","339","0","2","0","341"
"Park",1995,"8","365","0","2","0","367"
"Park",1995,"9","381","0","2","0","383"
"Park",1995,"10","390","0","5","0","395"
"Park",1995,"11","408","0","0","4","412"
"Park",1995,"12","446","0","6","3","455"
"Park",1995,"13","437","1","3","1","442"
"Park",1995,"14","423","1","0","1","425"
"Park",1995,"15","455","1","3","0","459"
"Park",1995,"16","409","0","7","2","418"
"Park",1995,"17","423","0","1","0","424"
"Park",1995,"18 to 20","1408","0","11","16","1435"
"Park",1995,"21 to 24","1027","0","2","13","1042"
"Park",1995,"25 & over","16143","8","65","57","16273"
"Park",1995,"Total","25236","13","122","110","25481"
"Fremont",2012,"0","326","10","262","1","599"
"Fremont",2012,"1","353","13","264","5","635"
"Fremont",2012,"2","382","7","238","7","634"
"Fremont",2012,"3","387","4","221","2","614"
"Fremont",2012,"4","373","6","234","5","618"
"Fremont",2012,"5","408","6","199","3","616"
"Fremont",2012,"6","402","2","247","1","652"
"Fremont",2012,"7","382","3","244","4","633"
"Fremont",2012,"8","360","5","212","5","582"
"Fremont",2012,"9","363","6","215","2","586"
"Fremont",2012,"10","354","4","199","2","559"
"Fremont",2012,"11","360","6","180","4","550"
"Fremont",2012,"12","340","3","167","0","510"
"Fremont",2012,"13","345","6","170","1","522"
